"filename", "language", "JSON", "XML", "JavaScript", "Markdown", "HTML", "SCSS", "Ruby", "TypeScript", "YAML", "comment", "blank", "total"
"c:\Users\juliu\Documents\KBSE\Minimal22\src\app\pages\sign_up\sign-up-tab3\sign-up-tab3.module.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 5, 21
"c:\Users\juliu\Documents\KBSE\Minimal22\src\app\pages\sign_up\sign-up-tab3\sign-up-tab3.page.html", "HTML", 0, 0, 0, 0, 56, 0, 0, 0, 0, 1, 3, 60
"c:\Users\juliu\Documents\KBSE\Minimal22\src\app\pages\sign_up\sign-up-tab3\sign-up-tab3.page.scss", "SCSS", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 3, 10
"c:\Users\juliu\Documents\KBSE\Minimal22\src\app\pages\sign_up\sign-up-tab3\sign-up-tab3.page.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 6, 25
"c:\Users\juliu\Documents\KBSE\Minimal22\src\app\pages\sign_up\sign-up-tab3\sign-up-tab3.page.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 25, 0, 11, 8, 44
"c:\Users\juliu\Documents\KBSE\Minimal22\src\app\pages\sign_up\sign-up-tab4\sign-up-tab4-routing.module.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 4, 18
"c:\Users\juliu\Documents\KBSE\Minimal22\src\app\pages\sign_up\sign-up-tab4\sign-up-tab4.module.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 5, 21
"c:\Users\juliu\Documents\KBSE\Minimal22\src\app\pages\sign_up\sign-up-tab4\sign-up-tab4.page.html", "HTML", 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 4, 45
"c:\Users\juliu\Documents\KBSE\Minimal22\src\app\pages\sign_up\sign-up-tab4\sign-up-tab4.page.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\juliu\Documents\KBSE\Minimal22\src\app\pages\sign_up\sign-up-tab4\sign-up-tab4.page.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 6, 25
"c:\Users\juliu\Documents\KBSE\Minimal22\src\app\pages\sign_up\sign-up-tab4\sign-up-tab4.page.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 24, 0, 1, 7, 32
"c:\Users\juliu\Documents\KBSE\Minimal22\src\app\services\auth\auth.service.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 4, 13
"c:\Users\juliu\Documents\KBSE\Minimal22\src\app\services\auth\auth.service.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 126, 0, 2, 14, 142
"c:\Users\juliu\Documents\KBSE\Minimal22\src\app\services\display\display.service.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 4, 13
"c:\Users\juliu\Documents\KBSE\Minimal22\src\app\services\display\display.service.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 8, 37
"c:\Users\juliu\Documents\KBSE\Minimal22\src\app\services\map-data-fetch\map-data-fetch.service.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 4, 13
"c:\Users\juliu\Documents\KBSE\Minimal22\src\app\services\map-data-fetch\map-data-fetch.service.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 107, 0, 15, 36, 158
"c:\Users\juliu\Documents\KBSE\Minimal22\src\app\services\map-integration\map-integration.service.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 4, 13
"c:\Users\juliu\Documents\KBSE\Minimal22\src\app\services\map-integration\map-integration.service.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 442, 0, 16, 40, 498
"c:\Users\juliu\Documents\KBSE\Minimal22\src\app\services\routing-user\routing-user.service.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 4, 13
"c:\Users\juliu\Documents\KBSE\Minimal22\src\app\services\routing-user\routing-user.service.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 284, 0, 5, 44, 333
"c:\Users\juliu\Documents\KBSE\Minimal22\src\app\services\settings\settings.service.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 4, 13
"c:\Users\juliu\Documents\KBSE\Minimal22\src\app\services\settings\settings.service.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 16, 68
"c:\Users\juliu\Documents\KBSE\Minimal22\src\app\services\status-audio\status-audio.service.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 4, 13
"c:\Users\juliu\Documents\KBSE\Minimal22\src\app\services\status-audio\status-audio.service.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 8, 66
"c:\Users\juliu\Documents\KBSE\Minimal22\src\app\services\user\user.service.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 4, 13
"c:\Users\juliu\Documents\KBSE\Minimal22\src\app\services\user\user.service.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 140, 0, 1, 31, 172
"c:\Users\juliu\Documents\KBSE\Minimal22\src\app\services\users-data-fetch\users-data-fetch.service.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 4, 13
"c:\Users\juliu\Documents\KBSE\Minimal22\src\app\services\users-data-fetch\users-data-fetch.service.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 161, 0, 0, 27, 188
"c:\Users\juliu\Documents\KBSE\Minimal22\src\app\services\vibration-service\vibration.service.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 4, 13
"c:\Users\juliu\Documents\KBSE\Minimal22\src\app\services\vibration-service\vibration.service.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 4, 42
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\icon\Gruppe_1.svg", "XML", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 1, 25
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\icon\Gruppe_2.svg", "XML", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 1, 25
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\icon\Sammelpunkt.svg", "XML", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\icon\Sammelpunkt_UNAC.svg", "XML", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\icon\Sammelpunkt_empty.svg", "XML", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\icon\Verband_1.svg", "XML", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 1, 25
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\icon\Verband_2.svg", "XML", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 1, 25
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\icon\Ziel.svg", "XML", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\icon\assemblypoint1.svg", "XML", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\icon\assemblypoint2.svg", "XML", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\icon\ausgewählt.svg", "XML", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\icon\bicycle.svg", "XML", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\icon\book.svg", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\icon\briefcase.svg", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\icon\cancel.svg", "XML", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\icon\edit-2.svg", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\icon\edit.svg", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\icon\flag.svg", "XML", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\icon\heart.svg", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\icon\home.svg", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\icon\line.svg", "XML", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\icon\location.svg", "XML", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\icon\map-riod.svg", "XML", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\icon\map.svg", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\icon\platzhalter.svg", "XML", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\icon\riod-big.svg", "XML", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\icon\riod.svg", "XML", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\icon\save.svg", "XML", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\icon\shopping-cart.svg", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\icon\standort.svg", "XML", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\icon\star.svg", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\icon\start-btn.svg", "XML", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\icon\swipe-btn.svg", "XML", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\icon\vectorpaint.svg", "XML", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\settings\Ja.svg", "XML", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\settings\Nein.svg", "XML", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\settings\anleitung.svg", "XML", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\settings\anonym.svg", "XML", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\settings\back.svg", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\settings\bicycle.svg", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\settings\delete-btn.svg", "XML", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\settings\display.svg", "XML", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\settings\edit.svg", "XML", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\settings\external-link.svg", "XML", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\settings\feedback.svg", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\settings\gps.svg", "XML", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\settings\hilfe.svg", "XML", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\settings\kreis.svg", "XML", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\settings\next.svg", "XML", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\settings\profil-border.svg", "XML", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\settings\question.svg", "XML", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\settings\take-picture-btn.svg", "XML", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\settings\vibration.svg", "XML", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\settings\volume.svg", "XML", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\settings\x-cancel.svg", "XML", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\shapes.svg", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\sign_in\question.svg", "XML", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\tutorials\explain_assemplypoint.svg", "XML", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\tutorials\explain_person.svg", "XML", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\tutorials\explain_profile.svg", "XML", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\tutorials\explain_profile_cut.svg", "XML", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\tutorials\explain_safe_route.svg", "XML", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\tutorials\explain_search.svg", "XML", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\tutorials\explain_toggle.svg", "XML", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\vibra.svg", "XML", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\juliu\Documents\KBSE\Minimal22\src\assets\vibration1.svg", "XML", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\juliu\Documents\KBSE\Minimal22\src\environments\environment.prod.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 1, 16
"c:\Users\juliu\Documents\KBSE\Minimal22\src\environments\environment.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 15, 0, 11, 5, 31
"c:\Users\juliu\Documents\KBSE\Minimal22\src\global.scss", "SCSS", 0, 0, 0, 0, 0, 209, 0, 0, 0, 28, 50, 287
"c:\Users\juliu\Documents\KBSE\Minimal22\src\google-services.json", "JSON", 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71
"c:\Users\juliu\Documents\KBSE\Minimal22\src\index.html", "HTML", 0, 0, 0, 0, 20, 0, 0, 0, 0, 2, 8, 30
"c:\Users\juliu\Documents\KBSE\Minimal22\src\main.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 4, 13
"c:\Users\juliu\Documents\KBSE\Minimal22\src\polyfills.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 2, 0, 55, 10, 67
"c:\Users\juliu\Documents\KBSE\Minimal22\src\test.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 13, 0, 4, 4, 21
"c:\Users\juliu\Documents\KBSE\Minimal22\src\theme\variables.scss", "SCSS", 0, 0, 0, 0, 0, 182, 0, 0, 0, 24, 37, 243
"c:\Users\juliu\Documents\KBSE\Minimal22\src\zone-flags.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 1, 6
"c:\Users\juliu\Documents\KBSE\Minimal22\tsconfig.app.json", "JSON", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"c:\Users\juliu\Documents\KBSE\Minimal22\tsconfig.json", "JSON", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 28
"c:\Users\juliu\Documents\KBSE\Minimal22\tsconfig.spec.json", "JSON", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20
"c:\Users\juliu\Documents\KBSE\Minimal22\tslint.json", "JSON", 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 90
"c:\Users\juliu\Documents\KBSE\Minimal22\ul_web_hooks\android\android_web_hook.html", "HTML", 0, 0, 0, 0, 6, 0, 0, 0, 0, 17, 3, 26
"Total", "-", 21417, 707, 52, 6, 1503, 2671, 14, 6035, 77, 510, 1910, 34902